recommender,district,visits,visit_share,spend,spend_share,run
personalized,Eixample,1589,0.14551282051282052,36085.16000000007,0.19802842816228805,9
personalized,Gracia,651,0.05961538461538462,12413.319999999898,0.068121916263513,9
personalized,Horta-Guinardo,241,0.02206959706959707,4431.560000000001,0.02431955022804022,9
personalized,Les Corts,165,0.01510989010989011,4036.999999999988,0.022154280720693854,9
personalized,Nou Barris,307,0.028113553113553114,3834.0000000000164,0.021040255705509252,9
personalized,Sant Andreu,116,0.010622710622710623,1776.960000000001,0.0097516152265158,9
personalized,Sant Marti,1746,0.15989010989010988,22582.50000000005,0.12392842317935882,9
personalized,Sants-Montjuic,1032,0.0945054945054945,22036.939999999937,0.12093449467056905,9
personalized,Sarria-Sant Gervasi,460,0.04212454212454213,8352.959999999977,0.045839440348953917,9
sustainable,Ciutat Vella,3258,0.304742306613039,48309.5400000003,0.26896499658097767,9
sustainable,Eixample,1154,0.10794125900289964,25867.54000000013,0.14401840314890796,9
sustainable,Gracia,772,0.0722102703208306,14868.079999999862,0.08277853786986257,9
sustainable,Horta-Guinardo,508,0.047516602749976614,8822.00000000004,0.04911678314132946,9
sustainable,Les Corts,296,0.02768683939762417,6956.739999999966,0.03873188505447848,9
sustainable,Nou Barris,604,0.056496118230287155,7551.360000000036,0.042042451999785735,9
sustainable,Sant Andreu,479,0.04480404078196614,7307.639999999969,0.04068553266321715,9
sustainable,Sant Marti,1760,0.16462445047235993,23378.720000000067,0.13016181368871685,9
sustainable,Sants-Montjuic,1140,0.10663174632868769,23538.7199999999,0.13105261909594926,9
sustainable,Sarria-Sant Gervasi,720,0.06734636610232907,13012.400000000061,0.07244697675677121,9
